transaction_id,date,region,product_category,quantity,revenue,net_profit
TRX00428,2026-01-29,Europe,Electronics,142,27234.18,22032.45
TRX00429,2026-04-29,South America,Toys,139,71412.64,62343.23
TRX00430,2026-04-11,Australia,Books,132,65734.68,59292.68
TRX00431,2026-04-29,Australia,Electronics,95,65989.85,59522.84
TRX00432,2026-05-08,Europe,Appliances,55,31579.35,25547.69
TRX00433,2026-01-19,North America,Clothing,27,11200.95,9700.02
TRX00434,2026-01-01,North America,Electronics,80,39885.6,34540.93
TRX00435,2026-03-06,Africa,Food,137,41431.54,34512.47
TRX00436,2026-02-27,North America,Appliances,0,36535.05,31639.35
TRX00437,2026-06-19,Asia,Software,101,0.0,0.0
TRX00438,2026-03-13,South America,Appliances,0,1013.05,884.39
TRX00439,2026-03-01,Europe,Clothing,131,99446.03,80451.84
TRX00440,2026-03-08,Europe,Furniture,68,0.0,0.0
TRX00441,2026-06-20,South America,Electronics,12,0.0,0.0
TRX00442,2026-01-28,Africa,Food,30,0.0,0.0
TRX00443,2026-05-29,Australia,Furniture,135,52759.35,47588.93
TRX00444,2026-01-20,Australia,Electronics,124,0.0,0.0
TRX00445,2026-03-23,North America,Software,128,80323.84,69560.45
TRX00446,2026-05-20,South America,Food,95,73244.05,63942.06
TRX00447,2026-04-30,Australia,Books,8,2324.16,2096.39
TRX00448,2026-03-16,Australia,Toys,48,31259.04,28195.65
TRX00449,2026-06-11,Africa,Appliances,4,607.56,506.1
TRX00450,2026-05-15,Africa,Software,128,39557.12,32951.08
TRX00451,2026-02-11,Asia,Food,134,0.0,0.0
TRX00452,2026-06-07,North America,Electronics,31,6995.77,6058.34
TRX00453,2026-06-22,Africa,Toys,7,4444.37,3702.16
TRX00454,2026-02-12,North America,Books,105,17539.2,15188.95
TRX00455,2026-04-07,Asia,Toys,0,4710.86,4145.56
TRX00456,2026-03-15,North America,Software,51,17068.17,14781.04
TRX00457,2026-01-25,Africa,Electronics,112,25184.32,20978.54
TRX00458,2026-06-16,South America,Toys,19,11159.08,9741.88
TRX00459,2026-01-15,Africa,Toys,2,1367.18,1138.86
TRX00460,2026-03-30,Australia,Software,83,49611.59,44749.65
TRX00461,2026-06-23,Unknown_Region,Electronics,93,69144.57,69144.57
TRX00462,2026-03-08,Australia,Appliances,98,0.0,0.0
TRX00463,2026-02-24,South America,Furniture,45,11535.75,10070.71
TRX00464,2026-04-15,North America,Electronics,128,98896.64,85644.49
TRX00465,2026-02-20,Africa,Books,132,30242.52,25192.02
TRX00466,2026-02-15,North America,Clothing,45,33021.45,28596.58
TRX00467,2026-02-06,Australia,Appliances,0,18663.96,16834.89
TRX00468,2026-06-05,North America,Clothing,100,0.0,0.0
TRX00469,2026-02-02,Africa,Food,107,25230.6,21017.09
TRX00470,2026-02-01,Europe,Furniture,97,0.0,0.0
TRX00471,2026-03-17,South America,Software,47,28294.94,24701.48
TRX00472,2026-04-05,Africa,Toys,146,18861.74,15711.83
TRX00473,2026-02-11,Asia,Books,103,30773.31,27080.51
TRX00474,2026-05-20,North America,Toys,88,14802.48,12818.95
TRX00475,2026-04-08,Europe,Toys,65,32932.9,26642.72
TRX00476,2026-02-02,Asia,Toys,26,6442.54,5669.44
TRX00477,2026-01-27,Europe,Software,120,0.0,0.0
TRX00478,2026-06-02,Asia,Toys,130,92693.9,81570.63
TRX00479,2026-03-14,Europe,Appliances,61,0.0,0.0
TRX00480,2026-04-22,North America,Furniture,90,26166.6,22660.28
TRX00481,2026-06-08,Australia,Furniture,38,16121.5,14541.59
TRX00482,2026-02-01,Africa,Food,0,12889.57,10737.01
TRX00483,2026-03-31,Asia,Appliances,121,69933.16,61541.18
TRX00484,2026-06-28,North America,Toys,3,2033.82,1761.29
TRX00485,2026-06-11,Australia,Furniture,40,30116.0,27164.63
TRX00486,2026-06-27,Asia,Toys,130,72809.1,64072.01
TRX00487,2026-04-08,South America,Furniture,103,14953.54,13054.44
TRX00488,2026-06-26,Asia,Furniture,3,882.6,776.69
TRX00489,2026-04-01,Africa,Electronics,57,36513.06,30415.38
TRX00490,2026-02-28,South America,Software,67,36789.7,32117.41
TRX00491,2026-04-10,Asia,Software,129,80854.62,71152.07
TRX00492,2026-04-14,South America,Electronics,6,1555.98,1358.37
TRX00493,2026-03-24,Africa,Software,150,0.0,0.0
TRX00494,2026-03-16,Europe,Electronics,91,16824.99,13611.42
TRX00495,2026-03-21,South America,Furniture,23,6467.6,5646.21
TRX00496,2026-03-18,Europe,Furniture,47,27205.95,22009.61
TRX00497,2026-01-18,South America,Books,124,16763.56,14634.59
TRX00498,2026-01-21,Europe,Appliances,109,62564.91,50615.01
TRX00499,2026-03-20,Australia,Toys,2,425.0,383.35
TRX00500,2026-01-25,North America,Appliances,56,10945.76,9479.03
TRX00501,2026-06-28,Australia,Toys,69,28497.69,25704.92
TRX00502,2026-03-18,Australia,Software,48,11028.0,9947.26
TRX00503,2026-04-22,Europe,Furniture,5,226.45,183.2
TRX00504,2026-04-05,Europe,Furniture,14,9913.4,8019.94
TRX00505,2026-01-18,Europe,Software,40,12441.2,10064.93
TRX00506,2026-02-05,Europe,Books,0,33733.98,27290.79
TRX00507,2026-04-22,Australia,Electronics,17,10358.95,9343.77
TRX00508,2026-06-07,Europe,Food,0,774.56,626.62
TRX00509,2026-04-16,Unknown_Region,Furniture,59,36076.73,36076.73
TRX00510,2026-01-11,North America,Appliances,0,27486.0,23802.88
TRX00511,2026-01-03,South America,Food,37,8510.74,7429.88
TRX00512,2026-03-20,Australia,Electronics,32,24016.64,21663.01
TRX00513,2026-06-29,Asia,Appliances,48,12400.8,10912.7
TRX00514,2026-03-29,South America,Books,13,2423.59,2115.79
TRX00515,2026-02-04,Europe,Appliances,117,2371.59,1918.62
TRX00516,2026-06-05,Australia,Software,129,27642.12,24933.19
TRX00517,2026-01-01,South America,Books,88,13791.36,12039.86
TRX00518,2026-03-01,Africa,Food,78,16681.08,13895.34
TRX00519,2026-01-26,Europe,Electronics,12,1093.08,884.3
TRX00520,2026-06-17,Europe,Appliances,25,7532.75,6093.99
TRX00521,2026-03-31,Europe,Appliances,130,24848.2,20102.19
TRX00522,2026-04-25,Africa,Electronics,29,10084.17,8400.11
TRX00523,2026-06-05,Australia,Food,138,0.0,0.0
TRX00524,2026-04-14,South America,Furniture,98,40638.64,35477.53
TRX00525,2026-02-21,South America,Furniture,48,17825.76,15561.89
TRX00526,2026-04-21,Asia,Software,100,70855.0,62352.4
TRX00527,2026-05-16,North America,Books,79,34327.87,29727.94
TRX00528,2026-06-03,Asia,Food,29,17916.2,15766.26
TRX00529,2026-05-13,North America,Appliances,121,15815.91,13696.58
TRX00530,2026-04-11,South America,Toys,9,4931.37,4305.09
TRX00531,2026-02-19,Europe,Toys,85,12951.45,10477.72
TRX00532,2026-04-28,Europe,Toys,44,10818.28,8751.99
TRX00533,2026-05-04,Europe,Appliances,123,0.0,0.0
TRX00534,2026-06-03,Australia,Appliances,51,36090.66,32553.78
TRX00535,2026-03-29,Africa,Software,48,0.0,0.0
TRX00536,2026-06-14,Africa,Furniture,120,80332.8,66917.22
TRX00537,2026-01-13,South America,Toys,146,68901.78,60151.25
TRX00538,2026-06-17,Europe,Clothing,106,0.0,0.0
TRX00539,2026-05-04,Europe,Electronics,59,19460.56,15743.59
TRX00540,2026-01-05,South America,Furniture,28,19362.28,16903.27
TRX00541,2026-03-01,South America,Books,96,75053.76,65521.93
TRX00542,2026-06-22,Europe,Clothing,107,63382.52,51276.46
TRX00543,2026-05-30,North America,Food,59,47094.98,40784.25
TRX00544,2026-02-12,North America,Furniture,31,10787.07,9341.6
TRX00545,2026-06-03,South America,Software,72,11322.72,9884.73
TRX00546,2026-01-04,Africa,Clothing,123,25499.13,21240.78
TRX00547,2026-01-12,Asia,Furniture,52,0.0,0.0
TRX00548,2026-05-28,North America,Clothing,95,11222.35,9718.56
TRX00549,2026-01-20,Unknown_Region,Software,106,70158.22,70158.22
TRX00550,2026-01-24,Asia,Electronics,12,4009.44,3528.31
TRX00551,2026-04-05,Australia,Books,98,69437.9,62632.99
TRX00552,2026-03-03,Australia,Food,63,34203.96,30851.97
TRX00553,2026-06-10,Africa,Electronics,0,15907.42,13250.88
TRX00554,2026-04-10,Africa,Toys,78,0.0,0.0
TRX00555,2026-01-13,South America,Food,75,51648.75,45089.36
TRX00556,2026-03-25,North America,Books,3,257.49,222.99
TRX00557,2026-02-16,Europe,Furniture,104,19999.2,16179.35
TRX00558,2026-05-10,Europe,Furniture,36,9326.52,7545.15
TRX00559,2026-02-24,Unknown_Region,Food,83,50771.93,50771.93
TRX00560,2026-04-05,South America,Books,88,22713.68,19829.04
TRX00561,2026-01-03,Europe,Clothing,128,39786.24,32187.07
TRX00562,2026-04-02,Africa,Books,40,0.0,0.0
TRX00563,2026-05-06,Asia,Books,75,51063.0,44935.44
TRX00564,2026-03-06,Australia,Electronics,33,17210.49,15523.86
TRX00565,2026-04-07,Africa,Electronics,79,17101.92,14245.9
TRX00566,2026-04-04,Unknown_Region,Electronics,58,8396.66,8396.66
TRX00567,2026-01-18,Africa,Clothing,48,18848.16,15700.52
TRX00568,2026-04-04,Australia,Toys,97,73104.05,65939.85
TRX00569,2026-06-24,South America,Software,0,5419.23,4730.99
TRX00570,2026-04-28,Africa,Clothing,53,24105.99,20080.29
TRX00571,2026-06-23,Africa,Clothing,98,13311.34,11088.35
TRX00572,2026-03-03,Asia,Toys,105,3488.1,3069.53
TRX00573,2026-02-20,Africa,Software,88,21237.04,17690.45
TRX00574,2026-06-08,South America,Furniture,131,99079.23,86496.17
TRX00575,2026-03-04,Asia,Electronics,40,6610.4,5817.15
TRX00576,2026-04-17,North America,Electronics,63,2567.88,2223.78
TRX00577,2026-05-11,Australia,Furniture,14,8678.04,7827.59
TRX00578,2026-06-26,Australia,Furniture,16,634.88,572.66
TRX00579,2026-02-25,Australia,Software,0,24134.5,21769.32
TRX00580,2026-01-10,Africa,Furniture,130,93930.2,78243.86
TRX00581,2026-02-16,Asia,Food,88,59389.44,52262.71
TRX00582,2026-01-17,Europe,Clothing,112,18445.28,14922.23
TRX00583,2026-02-12,South America,Electronics,143,6699.55,5848.71
TRX00584,2026-01-21,South America,Appliances,67,15708.82,13713.8
TRX00585,2026-02-19,Asia,Furniture,94,10294.88,9059.49
TRX00586,2026-05-25,North America,Clothing,95,19486.4,16875.22
TRX00587,2026-01-08,Australia,Furniture,123,93610.38,84436.56
TRX00588,2026-03-30,Asia,Electronics,17,0.0,0.0
TRX00589,2026-03-12,Asia,Software,0,49556.64,43609.84
TRX00590,2026-01-20,Australia,Electronics,4,0.0,0.0
TRX00591,2026-03-20,Asia,Furniture,118,66924.88,58893.89
TRX00592,2026-04-04,South America,Food,105,80286.15,70089.81
TRX00593,2026-03-28,South America,Appliances,63,11534.04,10069.22
TRX00594,2026-06-09,South America,Software,67,28047.54,24485.5
TRX00595,2026-06-15,Australia,Electronics,0,46531.76,41971.65
TRX00596,2026-02-26,South America,Electronics,9,6106.86,5331.29
TRX00597,2026-06-30,Unknown_Region,Furniture,59,4574.86,4574.86
TRX00598,2026-05-13,Africa,Toys,70,13876.8,11559.37
TRX00599,2026-01-22,Africa,Books,17,6867.49,5720.62
TRX00600,2026-02-20,Australia,Appliances,125,18068.75,16298.01
TRX00601,2026-01-22,Australia,Toys,24,14993.52,13524.16
TRX00602,2026-05-09,North America,Furniture,130,83405.4,72229.08
TRX00603,2026-03-24,North America,Clothing,107,55588.64,48139.76
TRX00604,2026-01-29,South America,Food,98,76418.44,66713.3
TRX00605,2026-05-18,Australia,Toys,20,1939.4,1749.34
TRX00606,2026-03-10,South America,Electronics,88,1629.76,1422.78
TRX00607,2026-02-06,Africa,Software,109,62559.46,52112.03
TRX00608,2026-03-23,Europe,Electronics,7,4032.56,3262.34
TRX00609,2026-04-02,Africa,Electronics,128,60423.68,50332.93
TRX00610,2026-04-22,Asia,Clothing,5,2293.05,2017.88
TRX00611,2026-04-08,North America,Toys,85,39727.3,34403.84
TRX00612,2026-06-20,Asia,Food,142,60940.72,53627.83
TRX00613,2026-02-12,Asia,Furniture,0,8925.37,7854.33
TRX00614,2026-03-17,Africa,Software,20,2007.4,1672.16
TRX00615,2026-04-30,Africa,Appliances,139,18510.63,15419.35
TRX00616,2026-01-15,Asia,Toys,0,26106.46,22973.68
TRX00617,2026-03-03,North America,Electronics,0,12051.18,10436.32
TRX00618,2026-06-01,Africa,Furniture,88,38905.68,32408.43
TRX00619,2026-01-21,Australia,Software,69,28895.82,26064.03
TRX00620,2026-05-18,Asia,Food,11,5897.32,5189.64
TRX00621,2026-05-05,Australia,Electronics,10,0.0,0.0
TRX00622,2026-01-17,Europe,Software,112,3393.6,2745.42
TRX00623,2026-06-26,Europe,Electronics,34,1277.38,1033.4
TRX00624,2026-06-16,North America,Electronics,127,65309.75,56558.24
TRX00625,2026-04-19,Europe,Software,24,10393.92,8408.68
TRX00626,2026-05-21,North America,Electronics,141,48749.34,42216.93
TRX00627,2026-04-14,Africa,Furniture,54,18148.32,15117.55
TRX00628,2026-01-05,Australia,Appliances,140,54325.6,49001.69
TRX00629,2026-02-04,South America,Furniture,15,1228.95,1072.87
TRX00630,2026-01-20,Australia,Appliances,77,60822.3,54861.71
TRX00631,2026-06-25,Africa,Appliances,95,6611.05,5507.0
TRX00632,2026-06-16,South America,Toys,47,23455.82,20476.93
TRX00633,2026-04-11,Europe,Food,0,0.0,0.0
TRX00634,2026-01-25,Africa,Toys,63,0.0,0.0
TRX00635,2026-04-11,Asia,Clothing,64,39774.08,35001.19
TRX00636,2026-05-28,Africa,Furniture,129,19680.24,16393.64
TRX00637,2026-01-05,Europe,Clothing,129,68171.34,55150.61
TRX00638,2026-05-26,South America,Toys,87,27900.9,24357.49
TRX00639,2026-06-26,South America,Clothing,14,8612.94,7519.1
TRX00640,2026-03-07,Australia,Clothing,30,18960.6,17102.46
TRX00641,2026-03-17,North America,Furniture,11,8616.41,7461.81
TRX00642,2026-03-27,Asia,Books,112,67482.24,59384.37
TRX00643,2026-06-23,Asia,Furniture,67,30219.68,26593.32
TRX00644,2026-03-18,Australia,Books,142,101295.7,91368.72
TRX00645,2026-03-06,Asia,Toys,48,35927.04,31615.8
TRX00646,2026-03-23,Australia,Software,55,0.0,0.0
TRX00647,2026-02-21,Australia,Books,108,61288.92,55282.61
TRX00648,2026-03-09,Africa,Appliances,13,416.39,346.85
TRX00649,2026-02-26,South America,Furniture,59,0.0,0.0
TRX00650,2026-06-06,South America,Clothing,125,9246.25,8071.98
TRX00651,2026-01-26,Europe,Software,75,11628.75,9407.66
TRX00652,2026-05-17,South America,Toys,54,39051.18,34091.68
TRX00653,2026-06-21,Africa,Electronics,75,13448.25,11202.39
TRX00654,2026-05-29,North America,Appliances,52,24287.12,21032.65
TRX00655,2026-02-07,Asia,Food,91,3636.36,3200.0
TRX00656,2026-06-03,Africa,Appliances,87,18762.42,15629.1
TRX00657,2026-06-28,Europe,Appliances,128,39412.48,31884.7
TRX00658,2026-05-18,Australia,Software,108,0.0,0.0
TRX00659,2026-02-05,Australia,Food,22,7324.9,6607.06
TRX00660,2026-04-11,Asia,Appliances,84,0.0,0.0
TRX00661,2026-06-26,Asia,Software,63,18800.46,16544.4
TRX00662,2026-06-12,Europe,Furniture,4,640.8,518.41
TRX00663,2026-06-12,South America,Books,147,88812.99,77533.74
TRX00664,2026-06-24,Africa,Electronics,14,768.6,640.24
TRX00665,2026-04-21,Asia,Software,65,20098.65,17686.81
TRX00666,2026-04-16,South America,Software,2,374.62,327.04
TRX00667,2026-05-30,Australia,Books,0,5687.01,5129.68
TRX00668,2026-04-01,North America,Books,14,2598.4,2250.21
TRX00669,2026-01-30,North America,Furniture,37,7713.76,6680.12
TRX00670,2026-05-03,Africa,Books,46,29093.16,24234.6
TRX00671,2026-04-04,Europe,Clothing,69,0.0,0.0
TRX00672,2026-03-12,North America,Software,39,17645.16,15280.71
TRX00673,2026-02-27,Africa,Appliances,86,56907.92,47404.3
TRX00674,2026-06-03,Asia,Books,60,5083.8,4473.74
TRX00675,2026-04-25,Europe,Food,120,54501.6,44091.79
TRX00676,2026-04-06,Australia,Furniture,123,83936.43,75710.66
TRX00677,2026-04-11,Australia,Appliances,85,49211.6,44388.86
TRX00678,2026-03-28,Europe,Software,34,4427.82,3582.11
TRX00679,2026-03-05,Australia,Books,39,12529.53,11301.64
TRX00680,2026-05-03,North America,Software,91,22685.39,19645.55
TRX00681,2026-04-03,Africa,Furniture,0,54263.15,45201.2
TRX00682,2026-04-12,Africa,Books,75,26478.0,22056.17
TRX00683,2026-03-20,Australia,Books,16,1341.28,1209.83
TRX00684,2026-01-06,Asia,Software,82,12141.74,10684.73
TRX00685,2026-05-03,North America,Clothing,0,68779.3,59562.87
TRX00686,2026-05-16,South America,Clothing,59,27646.81,24135.67
TRX00687,2026-04-13,Europe,Toys,8,2575.76,2083.79
TRX00688,2026-01-12,South America,Toys,62,5622.78,4908.69
TRX00689,2026-06-26,Asia,Books,9,1162.08,1022.63
TRX00690,2026-04-13,South America,Food,28,7253.12,6331.97
TRX00691,2026-01-11,Africa,Electronics,40,9584.4,7983.81
TRX00692,2026-04-14,Australia,Books,74,31230.96,28170.33
TRX00693,2026-03-31,Asia,Software,78,42990.48,37831.62
TRX00694,2026-06-08,Europe,Electronics,0,87042.35,70417.26
TRX00695,2026-04-25,South America,Electronics,62,34799.98,30380.38
TRX00696,2026-06-28,Asia,Appliances,105,14977.2,13179.94
TRX00697,2026-04-13,Europe,Electronics,150,104922.0,84881.9
TRX00698,2026-06-23,Asia,Books,117,12654.72,11136.15
TRX00699,2026-04-26,Australia,Clothing,107,20741.95,18709.24
TRX00700,2026-05-06,North America,Electronics,74,15671.72,13571.71
TRX00701,2026-01-22,North America,Electronics,130,102810.5,89033.89
TRX00702,2026-01-08,Africa,Electronics,106,64526.44,53750.52
TRX00703,2026-06-01,Europe,Books,141,90193.47,72966.52
TRX00704,2026-02-09,Australia,Books,40,6527.2,5887.53
TRX00705,2026-05-28,Africa,Clothing,121,0.0,0.0
TRX00706,2026-04-03,South America,Clothing,7,2258.41,1971.59
TRX00707,2026-01-31,Europe,Furniture,77,0.0,0.0
TRX00708,2026-02-15,South America,Electronics,0,63213.0,55184.95
TRX00709,2026-02-17,Asia,Food,104,33119.84,29145.46
TRX00710,2026-02-16,North America,Electronics,39,1861.08,1611.7
TRX00711,2026-02-23,Australia,Books,139,29504.14,26612.73
TRX00712,2026-01-24,North America,Appliances,42,19039.86,16488.52
TRX00713,2026-04-07,Africa,Toys,139,77525.86,64579.04
TRX00714,2026-03-20,Africa,Books,148,83469.04,69529.71
TRX00715,2026-02-16,Australia,Electronics,117,0.0,0.0
TRX00716,2026-01-30,Africa,Books,115,72625.95,60497.42
TRX00717,2026-04-07,Asia,Toys,95,28340.4,24939.55
TRX00718,2026-05-24,North America,Software,1,397.05,343.85
TRX00719,2026-05-15,Europe,Clothing,95,5836.8,4721.97
TRX00720,2026-01-08,Asia,Clothing,109,75110.81,66097.51
TRX00721,2026-02-04,Africa,Appliances,107,13975.27,11641.4
TRX00722,2026-06-24,South America,Food,131,89455.97,78095.06
TRX00723,2026-04-19,Australia,Toys,17,9773.47,8815.67
TRX00724,2026-03-08,North America,Furniture,87,50895.87,44075.82
TRX00725,2026-02-04,Europe,Books,116,29209.96,23630.86
TRX00726,2026-04-02,South America,Clothing,101,70927.25,61919.49
TRX00727,2026-04-26,Europe,Software,0,52439.9,42423.88
TRX00728,2026-06-09,Australia,Electronics,44,22441.76,20242.47
TRX00729,2026-04-04,Africa,Food,64,0.0,0.0
TRX00730,2026-06-28,Europe,Furniture,80,27752.8,22452.02
TRX00731,2026-04-08,Europe,Appliances,99,0.0,0.0
TRX00732,2026-03-20,Unknown_Region,Toys,146,63799.08,63799.08
TRX00733,2026-05-26,Asia,Furniture,63,2029.23,1785.72
TRX00734,2026-02-22,Asia,Software,48,0.0,0.0
TRX00735,2026-01-24,Asia,Food,0,10741.92,9452.89
TRX00736,2026-02-28,North America,Software,25,13117.25,11359.54
TRX00737,2026-05-04,Asia,Furniture,79,53400.05,46992.04
TRX00738,2026-05-26,North America,Software,105,38370.15,33228.55
TRX00739,2026-04-19,South America,Toys,86,41640.34,36352.02
TRX00740,2026-04-03,Australia,Books,136,18747.6,16910.34
TRX00741,2026-02-21,Africa,Books,125,19142.5,15945.7
TRX00742,2026-01-13,Asia,Furniture,97,3776.21,3323.06
TRX00743,2026-04-26,Australia,Furniture,73,13643.7,12306.62
TRX00744,2026-06-04,Australia,Food,2,895.34,807.6
TRX00745,2026-05-05,Europe,Software,46,17690.68,14311.76
TRX00746,2026-01-03,Africa,Books,99,0.0,0.0
TRX00747,2026-02-22,Asia,Food,147,108769.71,95717.34
TRX00748,2026-04-07,Africa,Toys,11,5092.12,4241.74
TRX00749,2026-02-17,Europe,Software,13,6745.96,5457.48
TRX00750,2026-04-06,Asia,Food,95,44620.55,39266.08
TRX00751,2026-05-20,North America,Books,107,61036.01,52857.18
TRX00752,2026-04-01,Asia,Toys,0,43842.2,38581.14
TRX00753,2026-04-09,Europe,Toys,25,11304.0,9144.94
TRX00754,2026-03-25,South America,Furniture,25,9500.0,8293.5
TRX00755,2026-02-19,South America,Books,35,16987.6,14830.17
TRX00756,2026-02-08,Europe,Books,122,36635.38,29638.02
TRX00757,2026-01-14,South America,Toys,144,68899.68,60149.42
TRX00758,2026-03-15,Asia,Software,30,19535.4,17191.15
TRX00759,2026-02-23,Africa,Clothing,77,31094.91,25902.06
TRX00760,2026-02-17,Unknown_Region,Software,51,23983.26,23983.26
TRX00761,2026-05-20,Asia,Furniture,65,2972.45,2615.76
TRX00762,2026-06-15,North America,Software,93,47244.0,40913.3
TRX00763,2026-06-24,South America,Toys,39,27461.46,23973.85
TRX00764,2026-01-23,Australia,Electronics,21,15575.91,14049.47
TRX00765,2026-05-22,Australia,Food,64,19283.2,17393.45
TRX00766,2026-05-16,Australia,Software,144,26016.48,23466.86
TRX00767,2026-04-02,South America,Furniture,30,6410.4,5596.28
TRX00768,2026-05-30,South America,Electronics,70,45535.7,39752.67
TRX00769,2026-01-08,Africa,Software,75,28931.25,24099.73
TRX00770,2026-05-12,North America,Toys,72,15623.28,13529.76
TRX00771,2026-04-17,South America,Books,62,46378.48,40488.41
TRX00772,2026-01-29,Asia,Toys,143,87325.81,76846.71
TRX00773,2026-03-27,Asia,Food,31,22419.51,19729.17
TRX00774,2026-04-25,Asia,Software,59,29634.52,26078.38
TRX00775,2026-03-22,South America,Software,73,32897.45,28719.47
TRX00776,2026-06-09,Australia,Furniture,126,52262.28,47140.58
TRX00777,2026-06-19,Asia,Electronics,13,3257.02,2866.18
TRX00778,2026-02-11,Asia,Books,61,5344.21,4702.9
TRX00779,2026-03-03,South America,Appliances,17,13409.6,11706.58
TRX00780,2026-03-18,Australia,Software,137,11935.44,10765.77
TRX00781,2026-02-27,South America,Software,28,12381.04,10808.65
TRX00782,2026-04-06,North America,Appliances,90,60314.4,52232.27
TRX00783,2026-06-21,Africa,Books,136,18523.2,15429.83
TRX00784,2026-06-24,Europe,Electronics,10,352.1,284.85
TRX00785,2026-05-02,Europe,Clothing,0,59343.65,48009.01
TRX00786,2026-04-22,North America,Food,29,10363.15,8974.49
TRX00787,2026-02-02,South America,Appliances,116,0.0,0.0
TRX00788,2026-06-27,Asia,Furniture,17,5554.41,4887.88
TRX00789,2026-02-20,Africa,Clothing,12,4537.44,3779.69
TRX00790,2026-01-06,Australia,Books,121,83414.98,75240.31
TRX00791,2026-03-20,Africa,Books,105,36067.5,30044.23
TRX00792,2026-05-31,Australia,Clothing,23,17690.68,15956.99
TRX00793,2026-06-29,Africa,Electronics,20,10300.0,8579.9
TRX00794,2026-02-15,Asia,Toys,20,0.0,0.0
TRX00795,2026-06-08,Australia,Electronics,35,18172.35,16391.46
TRX00796,2026-05-21,South America,Clothing,138,83190.54,72625.34
TRX00797,2026-04-24,Asia,Food,36,22664.16,19944.46
TRX00798,2026-03-05,Asia,Clothing,124,81350.2,71588.18
TRX00799,2026-06-19,Australia,Toys,131,32629.48,29431.79
TRX00800,2026-01-30,Europe,Toys,147,110982.06,89784.49
TRX00801,2026-04-08,Australia,Food,15,6830.25,6160.89
TRX00802,2026-03-29,Europe,Electronics,147,47744.13,38625.0
TRX00803,2026-06-18,South America,Food,15,7747.5,6763.57
TRX00804,2026-01-07,Australia,Appliances,86,9054.08,8166.78
TRX00805,2026-03-13,Europe,Software,80,0.0,0.0
TRX00806,2026-05-06,North America,Appliances,52,25130.04,21762.61
TRX00807,2026-05-22,Australia,Furniture,109,86666.99,78173.62
TRX00808,2026-06-12,North America,Furniture,119,0.0,0.0
TRX00809,2026-03-05,North America,Books,15,11918.4,10321.33
TRX00810,2026-01-22,Africa,Furniture,35,4832.45,4025.43
TRX00811,2026-01-12,Australia,Clothing,27,13497.84,12175.05
TRX00812,2026-02-18,South America,Toys,0,20382.68,17794.08
TRX00813,2026-04-18,Asia,Books,99,37697.22,33173.55
TRX00814,2026-06-20,Europe,Toys,60,31375.8,25383.02
TRX00815,2026-01-16,North America,Food,60,38047.2,32948.88
TRX00816,2026-02-20,North America,Appliances,13,4668.69,4043.09
TRX00817,2026-04-12,Europe,Food,97,76994.72,62288.73
TRX00818,2026-01-26,South America,Software,1,270.97,236.56
TRX00819,2026-02-22,Africa,Electronics,54,3758.94,3131.2
TRX00820,2026-04-13,South America,Software,86,11482.72,10024.41
TRX00821,2026-02-04,Africa,Appliances,89,19967.15,16632.64
TRX00822,2026-03-29,North America,Books,79,49488.76,42857.27
TRX00823,2026-05-02,Europe,Electronics,0,3637.52,2942.75
TRX00824,2026-05-10,South America,Software,110,30022.3,26209.47
TRX00825,2026-03-21,Europe,Electronics,132,57990.24,46914.1
TRX00826,2026-03-19,South America,Software,51,38547.33,33651.82
TRX00827,2026-04-22,Asia,Toys,0,3886.03,3419.71
TRX00828,2026-03-10,Europe,Toys,147,43808.94,35441.43
TRX00829,2026-01-04,North America,Food,63,25244.1,21861.39
TRX00830,2026-06-05,Europe,Food,70,53163.6,43009.35
TRX00831,2026-03-03,North America,Food,3,1125.96,975.08
TRX00832,2026-04-12,Australia,Electronics,52,2154.36,1943.23
TRX00833,2026-03-06,Asia,Food,117,29475.81,25938.71
TRX00834,2026-03-12,South America,Food,26,6130.28,5351.73
TRX00835,2026-06-06,Europe,Clothing,85,67491.7,54600.79
TRX00836,2026-06-07,Europe,Toys,112,19986.4,16169.0
TRX00837,2026-02-11,Australia,Appliances,84,50227.8,45305.48
TRX00838,2026-01-21,North America,Books,74,26227.08,22712.65
TRX00839,2026-01-05,South America,Toys,91,40036.36,34951.74
TRX00840,2026-05-20,North America,Furniture,7,5438.09,4709.39
TRX00841,2026-06-20,Asia,Clothing,88,6467.12,5691.07
TRX00842,2026-06-21,South America,Food,81,58648.05,51199.75
TRX00843,2026-06-16,South America,Books,149,116412.21,101627.86
TRX00844,2026-01-11,Australia,Appliances,79,13241.19,11943.55
TRX00845,2026-06-19,North America,Food,134,28058.26,24298.45
TRX00846,2026-03-14,Unknown_Region,Furniture,54,11456.1,11456.1
TRX00847,2026-03-09,Unknown_Region,Electronics,121,57834.37,57834.37
TRX00848,2026-01-07,Australia,Clothing,0,18260.73,16471.18
TRX00849,2026-03-19,North America,Clothing,118,14044.36,12162.42
TRX00850,2026-02-04,South America,Toys,128,36922.88,32233.67
TRX00851,2026-05-29,North America,Software,0,16315.53,14129.25
TRX00852,2026-03-02,Europe,Toys,83,50379.34,40756.89
TRX00853,2026-04-23,South America,Toys,137,100462.1,87703.41
TRX00854,2026-01-26,Asia,Toys,99,58482.27,51464.4
TRX00855,2026-04-20,Africa,Clothing,73,16768.1,13967.83
